country,year,nitrous_oxide,co2_emissions,agricultural_land,greenhouse_gas_emissions,cereal_yield,population_growth,arable_land,urban_population,GDP,fresh_water
Tajikistan,1990,,,32.0734495570163,,,,,,,
United Arab Emirates,2020,,,,,,,,,,
United Arab Emirates,2019,,,,243550.003051758,,,,,,
United Arab Emirates,2018,,,,229380.004882813,,,,,,
United Arab Emirates,2017,,,,248690.002441406,,,,,,
United Arab Emirates,2016,,,,252919.998168945,,,,,,
United Arab Emirates,2015,,,,245220.001220703,,,,,,
United Arab Emirates,2014,,,,231800.003051758,,,,,,
United Arab Emirates,2013,,,,230889.999389648,,,,,,
United Arab Emirates,2012,,,,219589.996337891,,,,,,
United Arab Emirates,2011,,,,207490.005493164,,,,,,
United Arab Emirates,2010,,,,201889.999389648,,,,,,
United Arab Emirates,2009,,,,194380.004882813,,,,,,
United Arab Emirates,2008,,,,194020.004272461,,,,,,
United Arab Emirates,2007,,,,168250.0,,,,,,
United Arab Emirates,2006,,,,157119.995117188,,,,,,
United Arab Emirates,2005,,,,150100.006103516,,,,,,
United Arab Emirates,2004,,,,141210.006713867,,,,,,
United Arab Emirates,2003,,,,133419.998168945,,,,,,
United Arab Emirates,2002,,,,125400.001525879,,,,,,
United Arab Emirates,2001,,,,123080.001831055,,,,,,
United Arab Emirates,2000,,,,109019.996643066,,,,,,
United Arab Emirates,1999,,,,108830.001831055,,,,,,
United Arab Emirates,1998,,,,106989.99786377,,,,,,
United Arab Emirates,1997,,,,104949.996948242,,,,,,
United Arab Emirates,1996,,,,101709.999084473,,,,,,
United Arab Emirates,1995,,,,97339.9963378906,,,,,,
United Arab Emirates,1994,,,,92199.9969482422,,,,,,
United Arab Emirates,1993,,,,83620.002746582,,,,,,
United Arab Emirates,1992,,,,79190.0024414063,,,,,,
United Arab Emirates,1991,,,,81069.9996948242,,,,,,
United Arab Emirates,1990,,,,73250.0,,,,,,
Armenia,2020,,,,,,,,,,
Armenia,2019,,,,9960.00003814697,,,,,,
Armenia,2018,,,,9439.9995803833,,,,,,
Armenia,2017,,,,9250.0,,,,,,
Armenia,2016,,,,9409.99984741211,,,,,,
Armenia,2015,,,,9159.99984741211,,,,,,
Armenia,2014,,,,9130.00011444092,,,,,,
Armenia,2013,,,,9140.00034332275,,,,,,
Armenia,2012,,,,9199.99980926514,,,,,,
Armenia,2011,,,,8199.99980926514,,,,,,
Armenia,2010,,,,7559.99994277954,,,,,,
Armenia,2009,,,,7739.99977111816,,,,,,
Armenia,2008,,,,8890.00034332275,,,,,,
Armenia,2007,,,,8369.99988555908,,,,,,
Armenia,2006,,,,7719.99979019165,,,,,,
Armenia,2005,,,,7320.00017166138,,,,,,
Armenia,2004,,,,6590.00015258789,,,,,,
Armenia,2003,,,,6199.99980926514,,,,,,
Armenia,2002,,,,5769.99998092651,,,,,,
Armenia,2001,,,,6099.99990463257,,,,,,
Armenia,2000,,,,5989.99977111816,,,,,,
Armenia,1999,,,,5619.99988555908,,,,,,
Armenia,1998,,,,6119.99988555908,,,,,,
Armenia,1997,,,,6190.00005722046,,,,,,
Armenia,1996,,,,5570.00017166138,,,,,,
Armenia,1995,,,,6639.9998664856,,,,,,
Armenia,1994,,,,6030.00020980835,,,,,,
Armenia,1993,,,,8579.99992370605,,,,,,
Armenia,1992,,,,14819.9996948242,,,,,,
Armenia,1991,,,,25010.0002288818,,,,,,
Armenia,1990,,,,24410.0,,,,,,
Belgium,2020,,,,,,,,,,
Belgium,2019,,,,108059.997558594,,,,,,
Belgium,2018,,,,109059.997558594,,,,,,
Belgium,2017,,,,108309.997558594,,,,,,
Belgium,2016,,,,110379.997253418,,,,,,
Belgium,2015,,,,111430.000305176,,,,,,
Belgium,2014,,,,106510.00213623,,,,,,
Belgium,2013,,,,112889.999389648,,,,,,
Belgium,2012,,,,111910.003662109,,,,,,
Belgium,2011,,,,113129.997253418,,,,,,
Belgium,2010,,,,124739.99786377,,,,,,
Belgium,2009,,,,117169.998168945,,,,,,
Belgium,2008,,,,124139.999389648,,,,,,
Belgium,2007,,,,121889.999389648,,,,,,
Belgium,2006,,,,126550.003051758,,,,,,
Belgium,2005,,,,129550.003051758,,,,,,
Belgium,2004,,,,133300.003051758,,,,,,
Belgium,2003,,,,134750.0,,,,,,
Belgium,2002,,,,131360.000610352,,,,,,
Belgium,2001,,,,138679.992675781,,,,,,
Belgium,2000,,,,138250.0,,,,,,
Belgium,1999,,,,138139.999389648,,,,,,
Belgium,1998,,,,141990.005493164,,,,,,
Belgium,1997,,,,139229.995727539,,,,,,
Belgium,1996,,,,142410.003662109,,,,,,
Belgium,1995,,,,137059.997558594,,,,,,
Belgium,1994,,,,136889.999389648,,,,,,
Belgium,1993,,,,131539.993286133,,,,,,
Belgium,1992,,,,133729.995727539,,,,,,
Belgium,1991,,,,135690.002441406,,,,,,
Belgium,1990,,,,130770.0,,,,,,
France,2020,,,,,,,,,,
France,2019,,,,414040.008544922,,,,,,
France,2018,,,,422739.990234375,,,,,,
France,2017,,,,436179.992675781,,,,,,
France,2016,,,,433600.006103516,,,,,,
France,2015,,,,433220.001220703,,,,,,
France,2014,,,,427769.989013672,,,,,,
France,2013,,,,461269.989013672,,,,,,
France,2012,,,,460299.987792969,,,,,,
France,2011,,,,456720.001220703,,,,,,
France,2010,,,,472619.995117188,,,,,,
France,2009,,,,468660.003662109,,,,,,
France,2008,,,,486459.991455078,,,,,,
France,2007,,,,492480.010986328,,,,,,
France,2006,,,,499200.012207031,,,,,,
France,2005,,,,509040.008544922,,,,,,
France,2004,,,,507750.0,,,,,,
France,2003,,,,509459.991455078,,,,,,
France,2002,,,,504279.998779297,,,,,,
France,2001,,,,511209.991455078,,,,,,
France,2000,,,,506029.998779297,,,,,,
France,1999,,,,507640.014648438,,,,,,
France,1998,,,,516820.007324219,,,,,,
France,1997,,,,500769.989013672,,,,,,
France,1996,,,,510100.006103516,,,,,,
France,1995,,,,490359.985351563,,,,,,
France,1994,,,,481649.993896484,,,,,,
France,1993,,,,487350.006103516,,,,,,
France,1992,,,,506339.996337891,,,,,,
France,1991,,,,520919.982910156,,,,,,
France,1990,,,,495850.0,,,,,,
"Hong Kong SAR, China",2020,,,,,,,,,,
"Hong Kong SAR, China",2019,,,,,,,,,,
"Hong Kong SAR, China",2018,,,,,,,,,,
"Hong Kong SAR, China",2017,,,,,,,,,,
"Hong Kong SAR, China",2016,,,,,,,,,,
"Hong Kong SAR, China",2015,,,,,,,,,,
"Hong Kong SAR, China",2014,,,,,,,,,,
"Hong Kong SAR, China",2013,,,,,,,,,,
"Hong Kong SAR, China",2012,,,,,,,,,,
"Hong Kong SAR, China",2011,,,,,,,,,,
"Hong Kong SAR, China",2010,,,,,,,,,,
"Hong Kong SAR, China",2009,,,,,,,,,,
"Hong Kong SAR, China",2008,,,,,,,,,,
"Hong Kong SAR, China",2007,,,,,,,,,,
"Hong Kong SAR, China",2006,,,,,,,,,,
"Hong Kong SAR, China",2005,,,,,,,,,,
"Hong Kong SAR, China",2004,,,,,,,,,,
"Hong Kong SAR, China",2003,,,,,,,,,,
"Hong Kong SAR, China",2002,,,,,,,,,,
"Hong Kong SAR, China",2001,,,,,,,,,,
"Hong Kong SAR, China",2000,,,,,,,,,,
"Hong Kong SAR, China",1999,,,,,,,,,,
"Hong Kong SAR, China",1998,,,,,,,,,,
"Hong Kong SAR, China",1997,,,,,,,,,,
"Hong Kong SAR, China",1996,,,,,,,,,,
"Hong Kong SAR, China",1995,,,,,,,,,,
"Hong Kong SAR, China",1994,,,,,,,,,,
"Hong Kong SAR, China",1993,,,,,,,,,,
"Hong Kong SAR, China",1992,,,,,,,,,,
"Hong Kong SAR, China",1991,,,,,,,,,,
"Hong Kong SAR, China",1990,,,,,,,,,,
Indonesia,2020,,,,,,,,,,
Indonesia,2019,,,,1002369.99511719,,,,,,
Indonesia,2018,,,,958080.017089844,,,,,,
Indonesia,2017,,,,893590.026855469,,,,,,
Indonesia,2016,,,,847580.017089844,,,,,,
Indonesia,2015,,,,849510.009765625,,,,,,
Indonesia,2014,,,,844299.987792969,,,,,,
Indonesia,2013,,,,799099.975585938,,,,,,
Indonesia,2012,,,,834260.009765625,,,,,,
Indonesia,2011,,,,829890.014648438,,,,,,
Indonesia,2010,,,,768880.004882813,,,,,,
Indonesia,2009,,,,747669.982910156,,,,,,
Indonesia,2008,,,,731760.009765625,,,,,,
Indonesia,2007,,,,738270.01953125,,,,,,
Indonesia,2006,,,,727469.970703125,,,,,,
Indonesia,2005,,,,705580.017089844,,,,,,
Indonesia,2004,,,,709520.01953125,,,,,,
Indonesia,2003,,,,703789.978027344,,,,,,
Indonesia,2002,,,,681900.024414063,,,,,,
Indonesia,2001,,,,680429.992675781,,,,,,
Indonesia,2000,,,,666469.970703125,,,,,,
Indonesia,1999,,,,660119.995117188,,,,,,
Indonesia,1998,,,,640549.987792969,,,,,,
Indonesia,1997,,,,633000.0,,,,,,
Indonesia,1996,,,,607890.014648438,,,,,,
Indonesia,1995,,,,586500.0,,,,,,
Indonesia,1994,,,,552090.026855469,,,,,,
Indonesia,1993,,,,531719.970703125,,,,,,
Indonesia,1992,,,,516349.975585938,,,,,,
Indonesia,1991,,,,495640.014648438,,,,,,
Indonesia,1990,,,,476190.0,,,,,,
Kenya,2020,,,,,,,,,,
Kenya,2019,,,,81010.0021362305,,,,,,
Kenya,2018,,,,68699.9969482422,,,,,,
Kenya,2017,,,,68190.0024414063,,,,,,
Kenya,2016,,,,71639.9993896484,,,,,,
Kenya,2015,,,,65910.0036621094,,,,,,
Kenya,2014,,,,63700.0007629395,,,,,,
Kenya,2013,,,,61099.9984741211,,,,,,
Kenya,2012,,,,59560.001373291,,,,,,
Kenya,2011,,,,60650.0015258789,,,,,,
Kenya,2010,,,,58740.0016784668,,,,,,
Kenya,2009,,,,57349.9984741211,,,,,,
Kenya,2008,,,,57150.0015258789,,,,,,
Kenya,2007,,,,56069.9996948242,,,,,,
Kenya,2006,,,,39520.0004577637,,,,,,
Kenya,2005,,,,39299.9992370605,,,,,,
Kenya,2004,,,,38930.0003051758,,,,,,
Kenya,2003,,,,36299.9992370605,,,,,,
Kenya,2002,,,,35360.0006103516,,,,,,
Kenya,2001,,,,34459.9990844727,,,,,,
Kenya,2000,,,,35040.0009155273,,,,,,
Kenya,1999,,,,36209.9990844727,,,,,,
Kenya,1998,,,,34259.9983215332,,,,,,
Kenya,1997,,,,33029.9987792969,,,,,,
Kenya,1996,,,,33330.0018310547,,,,,,
Kenya,1995,,,,34009.9983215332,,,,,,
Kenya,1994,,,,33680.0003051758,,,,,,
Kenya,1993,,,,33450.0007629395,,,,,,
Kenya,1992,,,,33680.0003051758,,,,,,
Kenya,1991,,,,33709.9990844727,,,,,,
Kenya,1990,,,,34980.0,,,,,,
Nepal,2020,,,,,,,,,,
Nepal,2019,,,,44220.0012207031,,,,,,
Nepal,2018,,,,45630.0010681152,,,,,,
Nepal,2017,,,,42470.0012207031,,,,,,
Nepal,2016,,,,39779.9987792969,,,,,,
Nepal,2015,,,,36259.9983215332,,,,,,
Nepal,2014,,,,36310.001373291,,,,,,
Nepal,2013,,,,34869.9989318848,,,,,,
Nepal,2012,,,,34240.0016784668,,,,,,
Nepal,2011,,,,33189.998626709,,,,,,
Nepal,2010,,,,31940.0005340576,,,,,,
Nepal,2009,,,,30850.0003814697,,,,,,
Nepal,2008,,,,29219.9993133545,,,,,,
Nepal,2007,,,,28129.9991607666,,,,,,
Nepal,2006,,,,27899.9996185303,,,,,,
Nepal,2005,,,,28090.0001525879,,,,,,
Nepal,2004,,,,27399.9996185303,,,,,,
Nepal,2003,,,,27180.0003051758,,,,,,
Nepal,2002,,,,26659.9998474121,,,,,,
Nepal,2001,,,,27149.9996185303,,,,,,
Nepal,2000,,,,26760.0002288818,,,,,,
Nepal,1999,,,,26379.9991607666,,,,,,
Nepal,1998,,,,25370.0008392334,,,,,,
Nepal,1997,,,,24920.0000762939,,,,,,
Nepal,1996,,,,24420.0000762939,,,,,,
Nepal,1995,,,,23989.9997711182,,,,,,
Nepal,1994,,,,22879.9991607666,,,,,,
Nepal,1993,,,,22139.9993896484,,,,,,
Nepal,1992,,,,21329.9999237061,,,,,,
Nepal,1991,,,,21610.0006103516,,,,,,
Nepal,1990,,,,21360.0,,,,,,
Saudi Arabia,2020,,,,,,,,,,
Saudi Arabia,2019,,,,723150.024414063,,,,,,
Saudi Arabia,2018,,,,715229.98046875,,,,,,
Saudi Arabia,2017,,,,729309.997558594,,,,,,
Saudi Arabia,2016,,,,739820.007324219,,,,,,
Saudi Arabia,2015,,,,731890.014648438,,,,,,
Saudi Arabia,2014,,,,698289.978027344,,,,,,
Saudi Arabia,2013,,,,654849.975585938,,,,,,
Saudi Arabia,2012,,,,638880.004882813,,,,,,
Saudi Arabia,2011,,,,601750.0,,,,,,
Saudi Arabia,2010,,,,569679.992675781,,,,,,
Saudi Arabia,2009,,,,524109.985351563,,,,,,
Saudi Arabia,2008,,,,511980.010986328,,,,,,
Saudi Arabia,2007,,,,471679.992675781,,,,,,
Saudi Arabia,2006,,,,451619.995117188,,,,,,
Saudi Arabia,2005,,,,428809.997558594,,,,,,
Saudi Arabia,2004,,,,408200.012207031,,,,,,
Saudi Arabia,2003,,,,391350.006103516,,,,,,
Saudi Arabia,2002,,,,369760.009765625,,,,,,
Saudi Arabia,2001,,,,351279.998779297,,,,,,
Saudi Arabia,2000,,,,347619.995117188,,,,,,
Saudi Arabia,1999,,,,330980.010986328,,,,,,
Saudi Arabia,1998,,,,327049.987792969,,,,,,
Saudi Arabia,1997,,,,310730.010986328,,,,,,
Saudi Arabia,1996,,,,304339.996337891,,,,,,
Saudi Arabia,1995,,,,288630.004882813,,,,,,
Saudi Arabia,1994,,,,289299.987792969,,,,,,
Saudi Arabia,1993,,,,289619.995117188,,,,,,
Saudi Arabia,1992,,,,291769.989013672,,,,,,
Saudi Arabia,1991,,,,274220.001220703,,,,,,
Saudi Arabia,1990,,,,241010.0,,,,,,
Sweden,2020,,,,,,,,,,
Sweden,2019,,,,46189.998626709,,,,,,
Sweden,2018,,,,47189.998626709,,,,,,
Sweden,2017,,,,49990.0016784668,,,,,,
Sweden,2016,,,,50389.9993896484,,,,,,
Sweden,2015,,,,50849.9984741211,,,,,,
Sweden,2014,,,,50889.9993896484,,,,,,
Sweden,2013,,,,52259.9983215332,,,,,,
Sweden,2012,,,,54049.9992370605,,,,,,
Sweden,2011,,,,56860.0006103516,,,,,,
Sweden,2010,,,,60700.0007629395,,,,,,
Sweden,2009,,,,55180.0003051758,,,,,,
Sweden,2008,,,,59150.0015258789,,,,,,
Sweden,2007,,,,60349.9984741211,,,,,,
Sweden,2006,,,,62439.998626709,,,,,,
Sweden,2005,,,,63970.0012207031,,,,,,
Sweden,2004,,,,67690.0024414063,,,,,,
Sweden,2003,,,,69169.9981689453,,,,,,
Sweden,2002,,,,68180.0003051758,,,,,,
Sweden,2001,,,,66819.9996948242,,,,,,
Sweden,2000,,,,67959.9990844727,,,,,,
Sweden,1999,,,,72050.0030517578,,,,,,
Sweden,1998,,,,73400.0015258789,,,,,,
Sweden,1997,,,,72599.9984741211,,,,,,
Sweden,1996,,,,78800.0030517578,,,,,,
Sweden,1995,,,,73209.9990844727,,,,,,
Sweden,1994,,,,73620.002746582,,,,,,
Sweden,1993,,,,71790.0009155273,,,,,,
Sweden,1992,,,,71830.0018310547,,,,,,
Sweden,1991,,,,69250.0,,,,,,
Sweden,1990,,,,68650.0,,,,,,
Eswatini,2020,,,,,,,,,,
Eswatini,2019,,,,2789.99996185303,,,,,,
Eswatini,2018,,,,2680.0000667572,,,,,,
Eswatini,2017,,,,2630.00011444092,,,,,,
Eswatini,2016,,,,2539.99996185303,,,,,,
Eswatini,2015,,,,2460.00003814697,,,,,,
Eswatini,2014,,,,2480.00001907349,,,,,,
Eswatini,2013,,,,2470.00002861023,,,,,,
Eswatini,2012,,,,2390.00010490417,,,,,,
Eswatini,2011,,,,2339.99991416931,,,,,,
Eswatini,2010,,,,2329.99992370605,,,,,,
Eswatini,2009,,,,2319.9999332428,,,,,,
Eswatini,2008,,,,2309.99994277954,,,,,,
Eswatini,2007,,,,2380.00011444092,,,,,,
Eswatini,2006,,,,2319.9999332428,,,,,,
Eswatini,2005,,,,2430.0000667572,,,,,,
Eswatini,2004,,,,2369.99988555908,,,,,,
Eswatini,2003,,,,2349.99990463257,,,,,,
Eswatini,2002,,,,2250.0,,,,,,
Eswatini,2001,,,,2190.00005722046,,,,,,
Eswatini,2000,,,,2369.99988555908,,,,,,
Eswatini,1999,,,,2329.99992370605,,,,,,
Eswatini,1998,,,,2279.99997138977,,,,,,
Eswatini,1997,,,,2240.00000953674,,,,,,
Eswatini,1996,,,,2079.99992370605,,,,,,
Eswatini,1995,,,,2210.00003814697,,,,,,
Eswatini,1994,,,,2160.00008583069,,,,,,
Eswatini,1993,,,,2099.99990463257,,,,,,
Eswatini,1992,,,,2279.99997138977,,,,,,
Eswatini,1991,,,,2210.00003814697,,,,,,
Eswatini,1990,,,,2160.0,,,,,,
Tajikistan,2020,,,,,,,,,,
Tajikistan,2019,,,,17510.0002288818,,,,,,
Tajikistan,2018,,,,16620.0008392334,,,,,,
Tajikistan,2017,,,,15260.0002288818,,,,,,
Tajikistan,2016,,,,13850.0003814697,,,,,,
Tajikistan,2015,,,,12420.0000762939,,,,,,
Tajikistan,2014,,,,11819.9996948242,,,,,,
Tajikistan,2013,,,,10279.9997329712,,,,,,
Tajikistan,2012,,,,9859.99965667725,,,,,,
Tajikistan,2011,,,,9060.0004196167,,,,,,
Tajikistan,2010,,,,8789.99996185303,,,,,,
Tajikistan,2009,,,,8699.99980926514,,,,,,
Tajikistan,2008,,,,9020.00045776367,,,,,,
Tajikistan,2007,,,,8649.99961853027,,,,,,
Tajikistan,2006,,,,7929.99982833862,,,,,,
Tajikistan,2005,,,,7440.00005722046,,,,,,
Tajikistan,2004,,,,7369.99988555908,,,,,,
Tajikistan,2003,,,,6820.00017166138,,,,,,
Tajikistan,2002,,,,6670.00007629395,,,,,,
Tajikistan,2001,,,,6639.9998664856,,,,,,
Tajikistan,2000,,,,6619.99988555908,,,,,,
Tajikistan,1999,,,,6980.00001907349,,,,,,
Tajikistan,1998,,,,7469.99979019165,,,,,,
Tajikistan,1997,,,,7550.00019073486,,,,,,
Tajikistan,1996,,,,7309.99994277954,,,,,,
Tajikistan,1995,,,,7960.00003814697,,,,,,
Tajikistan,1994,,,,8579.99992370605,,,,,,
Tajikistan,1993,,,,11090.0001525879,,,,,,
Tajikistan,1992,,,,13949.9998092651,,,,,,
Tajikistan,1991,,,,16969.9993133545,,,,,,
Tajikistan,1990,,,,17870.0,,,,,,
United Arab Emirates,2020,,,,,26022.8,,,,,
United Arab Emirates,2019,,,,,23831.8,,,,,
United Arab Emirates,2018,,,,,20841.8,,,,,
United Arab Emirates,2017,,,,,30777.4,,,,,
United Arab Emirates,2016,,,,,33452.5,,,,,
United Arab Emirates,2015,,,,,35190.5,,,,,
United Arab Emirates,2014,,,,,14254.1,,,,,
United Arab Emirates,2013,,,,,36761.9,,,,,
United Arab Emirates,2012,,,,,12112.2,,,,,
United Arab Emirates,2011,,,,,24031.4,,,,,
United Arab Emirates,2010,,,,,18027.0,,,,,
United Arab Emirates,2009,,,,,24824.8,,,,,
United Arab Emirates,2008,,,,,22224.3,,,,,
United Arab Emirates,2007,,,,,21379.3,,,,,
United Arab Emirates,2006,,,,,20915.1,,,,,
United Arab Emirates,2005,,,,,20158.9,,,,,
United Arab Emirates,2004,,,,,20463.0,,,,,
United Arab Emirates,2003,,,,,21000.0,,,,,
United Arab Emirates,2002,,,,,18115.6,,,,,
United Arab Emirates,2001,,,,,17514.4,,,,,
United Arab Emirates,2000,,,,,17476.2,,,,,
United Arab Emirates,1999,,,,,17148.3,,,,,
United Arab Emirates,1998,,,,,17732.5,,,,,
United Arab Emirates,1997,,,,,15894.0,,,,,
United Arab Emirates,1996,,,,,6502.1,,,,,
United Arab Emirates,1995,,,,,6474.0,,,,,
United Arab Emirates,1994,,,,,6414.5,,,,,
United Arab Emirates,1993,,,,,4163.1,,,,,
United Arab Emirates,1992,,,,,4367.9,,,,,
United Arab Emirates,1991,,,,,3494.5,,,,,
United Arab Emirates,1990,,,,,2216.5,,,,,
Armenia,2020,,,,,2055.8,,,,,
Armenia,2019,,,,,1690.6,,,,,
Armenia,2018,,,,,2623.6,,,,,
Armenia,2017,,,,,1975.1,,,,,
Armenia,2016,,,,,3076.1,,,,,
Armenia,2015,,,,,3132.1,,,,,
Armenia,2014,,,,,3181.6,,,,,
Armenia,2013,,,,,3072.5,,,,,
Armenia,2012,,,,,2650.5,,,,,
Armenia,2011,,,,,2789.0,,,,,
Armenia,2010,,,,,2068.2,,,,,
Armenia,2009,,,,,2250.3,,,,,
Armenia,2008,,,,,2405.0,,,,,
Armenia,2007,,,,,2592.6,,,,,
Armenia,2006,,,,,1323.9,,,,,
Armenia,2005,,,,,1938.7,,,,,
Armenia,2004,,,,,2280.8,,,,,
Armenia,2003,,,,,1567.1,,,,,
Armenia,2002,,,,,2204.7,,,,,
Armenia,2001,,,,,1878.7,,,,,
Armenia,2000,,,,,1383.0,,,,,
Armenia,1999,,,,,1776.5,,,,,
Armenia,1998,,,,,1768.4,,,,,
Armenia,1997,,,,,1365.8,,,,,
Armenia,1996,,,,,1877.2,,,,,
Armenia,1995,,,,,1859.0,,,,,
Armenia,1994,,,,,1439.9,,,,,
Armenia,1993,,,,,1688.9,,,,,
Armenia,1992,,,,,1842.8,,,,,
Armenia,1991,,,,,,,,,,
Armenia,1990,,,,,,,,,,
Belgium,2020,,,,,8430.9,,,,,
Belgium,2019,,,,,8988.5,,,,,
Belgium,2018,,,,,7983.1,,,,,
Belgium,2017,,,,,9050.7,,,,,
Belgium,2016,,,,,6984.8,,,,,
Belgium,2015,,,,,9842.2,,,,,
Belgium,2014,,,,,9435.4,,,,,
Belgium,2013,,,,,9212.5,,,,,
Belgium,2012,,,,,8666.3,,,,,
Belgium,2011,,,,,9009.0,,,,,
Belgium,2010,,,,,9348.1,,,,,
Belgium,2009,,,,,9710.0,,,,,
Belgium,2008,,,,,8885.8,,,,,
Belgium,2007,,,,,8637.7,,,,,
Belgium,2006,,,,,8373.3,,,,,
Belgium,2005,,,,,8649.5,,,,,
Belgium,2004,,,,,9184.9,,,,,
Belgium,2003,,,,,8530.7,,,,,
Belgium,2002,,,,,8500.9,,,,,
Belgium,2001,,,,,8218.1,,,,,
Belgium,2000,,,,,8021.4,,,,,
Belgium,1999,,,,,,,,,,
Belgium,1998,,,,,,,,,,
Belgium,1997,,,,,,,,,,
Belgium,1996,,,,,,,,,,
Belgium,1995,,,,,,,,,,
Belgium,1994,,,,,,,,,,
Belgium,1993,,,,,,,,,,
Belgium,1992,,,,,,,,,,
Belgium,1991,,,,,,,,,,
Belgium,1990,,,,,,,,,,
France,2020,,,,,6384.2,,,,,
France,2019,,,,,7491.9,,,,,
France,2018,,,,,6829.1,,,,,
France,2017,,,,,7306.7,,,,,
France,2016,,,,,5668.2,,,,,
France,2015,,,,,7570.0,,,,,
France,2014,,,,,7556.0,,,,,
France,2013,,,,,7084.8,,,,,
France,2012,,,,,7254.5,,,,,
France,2011,,,,,6919.3,,,,,
France,2010,,,,,7068.6,,,,,
France,2009,,,,,7412.4,,,,,
France,2008,,,,,7252.8,,,,,
France,2007,,,,,6520.6,,,,,
France,2006,,,,,6800.5,,,,,
France,2005,,,,,6965.4,,,,,
France,2004,,,,,7518.7,,,,,
France,2003,,,,,6125.3,,,,,
France,2002,,,,,7453.0,,,,,
France,2001,,,,,6729.2,,,,,
France,2000,,,,,7231.5,,,,,
France,1999,,,,,7260.4,,,,,
France,1998,,,,,7415.4,,,,,
France,1997,,,,,6890.3,,,,,
France,1996,,,,,7082.4,,,,,
France,1995,,,,,6456.5,,,,,
France,1994,,,,,6542.6,,,,,
France,1993,,,,,6512.6,,,,,
France,1992,,,,,6485.4,,,,,
France,1991,,,,,6536.2,,,,,
France,1990,,,,,6082.6,,,,,
"Hong Kong SAR, China",2020,,,,,,,,,,
"Hong Kong SAR, China",2019,,,,,,,,,,
"Hong Kong SAR, China",2018,,,,,,,,,,
"Hong Kong SAR, China",2017,,,,,,,,,,
"Hong Kong SAR, China",2016,,,,,,,,,,
"Hong Kong SAR, China",2015,,,,,,,,,,
"Hong Kong SAR, China",2014,,,,,,,,,,
"Hong Kong SAR, China",2013,,,,,,,,,,
"Hong Kong SAR, China",2012,,,,,,,,,,
"Hong Kong SAR, China",2011,,,,,,,,,,
"Hong Kong SAR, China",2010,,,,,,,,,,
"Hong Kong SAR, China",2009,,,,,,,,,,
"Hong Kong SAR, China",2008,,,,,,,,,,
"Hong Kong SAR, China",2007,,,,,,,,,,
"Hong Kong SAR, China",2006,,,,,,,,,,
"Hong Kong SAR, China",2005,,,,,,,,,,
"Hong Kong SAR, China",2004,,,,,,,,,,
"Hong Kong SAR, China",2003,,,,,,,,,,
"Hong Kong SAR, China",2002,,,,,,,,,,
"Hong Kong SAR, China",2001,,,,,,,,,,
"Hong Kong SAR, China",2000,,,,,,,,,,
"Hong Kong SAR, China",1999,,,,,,,,,,
"Hong Kong SAR, China",1998,,,,,,,,,,
"Hong Kong SAR, China",1997,,,,,,,,,,
"Hong Kong SAR, China",1996,,,,,,,,,,
"Hong Kong SAR, China",1995,,,,,,,,,,
"Hong Kong SAR, China",1994,,,,,,,,,,
"Hong Kong SAR, China",1993,,,,,,,,,,
"Hong Kong SAR, China",1992,,,,,,,,,,
"Hong Kong SAR, China",1991,,,,,,,,,,
"Hong Kong SAR, China",1990,,,,,2000.0,,,,,
Indonesia,2020,,,,,5279.6,,,,,
Indonesia,2019,,,,,5205.4,,,,,
Indonesia,2018,,,,,5244.0,,,,,
Indonesia,2017,,,,,5122.3,,,,,
Indonesia,2016,,,,,5158.7,,,,,
Indonesia,2015,,,,,5313.8,,,,,
Indonesia,2014,,,,,5099.1,,,,,
Indonesia,2013,,,,,5087.0,,,,,
Indonesia,2012,,,,,5086.8,,,,,
Indonesia,2011,,,,,4891.3,,,,,
Indonesia,2010,,,,,4872.4,,,,,
Indonesia,2009,,,,,4808.7,,,,,
Indonesia,2008,,,,,4703.0,,,,,
Indonesia,2007,,,,,4413.9,,,,,
Indonesia,2006,,,,,4365.8,,,,,
Indonesia,2005,,,,,4311.3,,,,,
Indonesia,2004,,,,,4274.5,,,,,
Indonesia,2003,,,,,4248.1,,,,,
Indonesia,2002,,,,,4169.5,,,,,
Indonesia,2001,,,,,4044.9,,,,,
Indonesia,2000,,,,,4026.4,,,,,
Indonesia,1999,,,,,3895.7,,,,,
Indonesia,1998,,,,,3816.9,,,,,
Indonesia,1997,,,,,4011.4,,,,,
Indonesia,1996,,,,,3944.9,,,,,
Indonesia,1995,,,,,3842.8,,,,,
Indonesia,1994,,,,,3865.5,,,,,
Indonesia,1993,,,,,3916.3,,,,,
Indonesia,1992,,,,,3817.1,,,,,
Indonesia,1991,,,,,3862.1,,,,,
Indonesia,1990,,,,,3800.2,,,,,
Kenya,2020,,,,,1806.2,,,,,
Kenya,2019,,,,,1607.8,,,,,
Kenya,2018,,,,,1709.1,,,,,
Kenya,2017,,,,,1425.9,,,,,
Kenya,2016,,,,,1383.1,,,,,
Kenya,2015,,,,,1772.7,,,,,
Kenya,2014,,,,,1583.4,,,,,
Kenya,2013,,,,,1661.5,,,,,
Kenya,2012,,,,,1744.8,,,,,
Kenya,2011,,,,,1514.6,,,,,
Kenya,2010,,,,,1710.1,,,,,
Kenya,2009,,,,,1242.8,,,,,
Kenya,2008,,,,,1417.5,,,,,
Kenya,2007,,,,,1773.1,,,,,
Kenya,2006,,,,,1646.4,,,,,
